transcript,label
"Hello, this is Amazon. This call is to authorize a payment of $999. We would like to inform you that there is an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. ",fraud
"Thank you for connecting. I am the virtual assistant for Margaret Smith with Central Processing Center for Federal Back Tax Negotiations. The purpose of her call was to make you aware that the government suspended the Tax Collection Act and will settle all old tax debts that U.S. residents may have. This means you are not going to need to pay back your past due taxes since they are non-collectible and ready to be settled. Using our automated approval technology, you are now able to obtain enrollment information based on your current situation. To use our AI automation and find the program you are interested in, please visit us at www.cdc.gov.au. ",fraud
"administration. The reason you have received this phone call from our department is to inform you that there is a legal enforcement actions filed on your social security number for fraudulent activities. So, when you get this message, kindly call back at the earliest possible on our number before we begin with the legal proceedings that is, 413-305-7511. Thank you. ",fraud
"to start your claim. Otherwise, please press 2 to speak with the billing department. ",fraud
"Hello, this is an automated call from Wells Fargo. We have detected a suspicious transaction on your account. Please listen carefully to the following information. The transaction in question is for the amount of $7,000 on January 19, 2023. If you authorize this transaction, you can disregard this message. However, if you did not authorize this transaction, please press 1 immediately to connect with fraud specialists who report the suspicious activity and to protect your account. Please press 1 to contact Fraud Department for dispute. We apologize for any inconvenience this may cause and we appreciate your attention to this matter. ",fraud
"Hello. I am an artificial intelligent notification bot. The purpose of this call is to make you aware that as a U.S. resident, you are now able to take advantage of alternative federal student loan repayment options and hardship programs. These programs are only for individuals who have less than $160,000 in federal student loan debt. Having debt obligations may cause a hardship when added to your overall monthly bills. Using our automated approval technology, you are now able to obtain enrollment information based on your current situation. ",fraud
from our department is to inform you that there's a legal enforcement action filed on your social security number for fraudulent activities. So when you get this message kindly press 1 to connect with the next available officer. Thank you. ,fraud
"This call is from the Department of Social Security Administration. The reason you are receiving this phone call is to inform you that we will be suspending your social security number because we found some suspicious activities on your social security. If you want more information about this case, press 1. Thank you. Goodbye. ",fraud
"This is an important call regarding a legal enforcement action being executed under your name for suspicious and fraudulent activities carried out using your identity. The court has issued a suspension notice along with a warrant against your name. Ignoring this message will be an intentional second attempt to avoid initial appearance before a magistrate, judge or grand jury for a federal criminal offense. This is the final attempt to reach you. For more information, press 1 and hold for the next available officer. ",fraud
"Thank you for choosing Hilton Hotels. We would like to inform you that thanks to the Friends and Family Rewards program, your membership is drawn to receive a complimentary stay. For further details, press 1 now. To be placed on the Do Not Call list, press 2 now. ",fraud
"The very second you receive this message, you need to leave your work aside so that we can discuss about your case and take necessary action on this matter in order to connect with Officer Press 1 and you will be connected to the concerned department. If we don't hear from you, then we will be forced to take action against you. Press 1 and you will be connected to the concerned C, B, P officer or press 9 to disconnect the call. Hi, this is Officer calling you from the Customs and Border Protection. The very second you receive this message, you need to leave your work aside so that we can discuss about your case and take necessary action on this matter in order to connect with Officer Press 1 and you will be connected to the concerned department. If we don't hear from you, then we will be forced to take action against you. Press 1 and you will be connected to the concerned C, B, P officer or press 9 to disconnect the call. ",fraud
"Hello, my name is Officer James Miller. I am special agent assigned in our department. After two failed attempts, I am calling you for the last time. This call is in reference to a complaint filed against you and your identity by the legal department. In order to get more information, press 1 and your call will be connected with the case in charge officer. If we don't hear from you right now, we will be forced to take this matter legally and suspend your benefits permanently. Press 1 and you will be connected to the concerned department. By this call, you have been officially notified of your involvement in the case. ",fraud
"Press 1. So that we can discuss about your case file and take necessary action on this matter. In case we would not hear from you, then you will face some legal consequences. To connect now press 1, and you will be automatically connected to the concerned department. By this call, you have been officially notified. Thank you. ",fraud
and you have been qualified to drop down your interest rate below 6% on your credit card. Please press 1 to speak with a live operator and get the confirmation code. ,fraud
"Hi, this is Melissa with Student Support Center. I am following up in regards to your outstanding federal student loan balance. We have been trying to reach you because you are eligible for the federal student loan forgiveness program due to the changes made in 2022. It's imperative that we speak to you as soon as possible, since the student loan payment delay is about to come to an end. You can reach us directly to discuss your options at 833-631-7911. Again, that's 833-631-7911. ",fraud
"Hi, this call is from the Department of U.S. Customs and Border Protection to notify you about a package under your name that has been seized due to suspicious and criminal activity. Serious allegations have been filed against your name, due to which you will be taken into federal custody for further investigation. To speak to an officer for further assistance on your case, please press 1. ",fraud
"Electricity Company, to inform you that you will be experiencing a disconnection of service today within 30 minutes due to non-payment on the account, please press 1 to speak with a representative. Thank you. Greetings. This is an automated message from the Disconnection Department of Energy. Electricity Company, to inform you that you will be experiencing a disconnection of service today within 30 minutes due to non-payment on the account, please press 1 to speak with a representative. Thank you. ",fraud
"This phone call from our department is to inform you that there's a legal enforcement actions filed on your social security number for fraudulent activities. In order to connect federal agent press 1 and you will be connected to the concerned department. If we don't hear from you, your social will be blocked permanently. Press 1 and you will be connected to the concerned department. ",fraud
you need to leave your work aside and press one talk to an agent so that we can discuss about your case and take necessary action on this matter if we don't hear from you then we will be forced to take legal action against you so kindly press one thank you ,fraud
"Hello. You have been contacted from Amazon. This call is in regard to authorize a payment of $299. We would like you to inform that there has been an order place for an Apple iPhone 11 Pro using your account. If you do not authorize, then press 1 to speak our representative or press 2 to authorize. Thank you. ",fraud
"Social Security Administration. The reason you receive this phone call from our department is to inform you that there is a legal enforcement action filed on your social security number for fraudulent activities. So, when you get this message, kindly press 1 to connect with the next available officer. Thank you. ",fraud
"provider, you have an automatic interruption of service in the next 30 to 45 minutes due to delinquent account status. If you find this to be an error or would like to stop the interruption, please press 1 to speak with the billing department. Otherwise, please press 2 to speak with the disconnection department. Thank you for choosing your services. ",fraud
"Press 2 to listen to this message again, or if you wish to contact us later, please call us back on 844-2049-279. Thank you. ",fraud
Security Administration. The reason you receive this phone call from our department is to inform you that there is a legal enforcement action filed on your social security number for fraudulent activities. So when you get this message kindly press 1 to connect with the next available officer. Thank you. ,fraud
"This is an important call regarding a legal enforcement action being executed under your name for suspicious and fraudulent activities carried out using your identity. The court has issued a suspension notice along with a warrant against your name. Ignoring this message will be an intentional second attempt to avoid initial appearance before a magistrate, judge or grand jury for a federal criminal offense. This is the final attempt to reach you. For more information, press 1 and hold for the next available officer. ",fraud
"to an agent so that we can discuss about your case and take necessary action on this matter. If we don't hear from you, then we will be forced to take legal action against you. So kindly press 1. Thank you. ",fraud
"Thank you for choosing Visa and MasterCard Services as your legal financial advisors. This is an important message regarding your existing credit card accounts. Thanks to your good payment history and good credit score, you have been qualified finally for an interest rate reduction between 0 to 5 percent. Several attempts were made to reach you, this is your final courtesy call before we are unable to lower your interest rates. So press 1 now. ",fraud
"Hi, it's Emma Miller on Friday, February 3rd. I'm calling about the suspension on federal student loan repayment. If you have a debit balance of your loan, you will have to resume paying back. Now is your chance to get into a program so that you can qualify for the $10,000 debt elimination. If you want to be included in the program, call us back at this number before 5 p.m. today. If you'd like to opt out of these reminders, please do let us know so I can remove you from these calls. ",fraud
is officer Amanda Barnes and the purpose of the call we are trying to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the south border of Texas. So please in order go ahead get more information. To speak with officer press one. I repeat press one. Thank you and have a great day. ,fraud
"6% on your credit card, please press 1 to speak with a live operator and get the confirmation code. ",fraud
"order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. ",fraud
"Hi there, I'm calling you from Spectrum to let you know that your existing account is qualified for 50% off. In order to avail the discount, kindly call us back at 833-205-4259 from 8 a.m. to 5 p.m. Pacific Standard Time. From 8 a.m. to 5 p.m. Pacific Standard Time. Thank you and have a great day. ",fraud
"This has been an important call regarding legal enforcement action being executed under your name for suspicious and fraudulent activities carried out using your identity. The court has issued a suspended note along with a warrant against your name. Ignoring this message will be an intentional second attempt to avoid initial appearance before a magistrate, judge or grand jury for a federal criminal offense. This is the final attempt to reach you. For more information, press 1 and hold for the next available officer. ",fraud
"The reason you are receiving this phone call is to inform you that we will be suspending your social security number because we found some suspicious activities on your social security. If you want more information about this case, press 1. Thank you. ",fraud
"My name is officer Amanda Barnes and the purpose of the call, we are trying to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the South border of Texas. So please in order go ahead, get more information to speak with officer press one. I repeat press one. Thank you and have a great day. ",fraud
"Hi there, I'm calling you from AT&T Direct TV to let you know that your existing account is qualified for 50% off. In order to avail the discount, kindly call us back at 888-604-0734 from 8 a.m. to 5 p.m. Pacific Standard Time. Thank you and have a great day. ",fraud
"Hi, this is Melissa with Student Support Center. I am following up in regards to your outstanding federal student loan balance. We have been trying to reach you because you are eligible for the federal student loan forgiveness program due to the changes made in 2022. It's imperative that we speak to you as soon as possible since the student loan payment delay is about to come to an end. You can reach us directly to discuss your options at 833-631-7911. Again, that's 833-631-7911. Thank you. ",fraud
"Hello, this is Amazon. This call is to authorize a payment of $999. We would like to inform that there's an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. ",fraud
Hello. This is just a test call. Time to stay home. Stay safe and stay home. ,fraud
"Hi, this is Daniel from Amazon customer service. We have seen a recent order number, AMZ0987, of iPhone 11 Pro on your account, which is billed on your card attached to your Amazon account. The amount charged in $1,499. We noticed some suspicious activity on your account. So we have put in hold to this transaction. Please press 1 now. And to report please press 2. Thank you. ",fraud
"Hi, my name is Jennifer Kelly. You are receiving this call because you and your family are previous guests with the Hilton and Marriott. You are eligible to receive our members only free upgrade for our 4th of July Day special from Hilton Grand Vacation Club. Travel to our all-inclusive award-winning resorts in Cabo, Cancun, Tulum, Puerto Vallarta, and the Dominican Republic, Punta Cana, Panama, Costa Rica, and many other locations such as Dubai, Italy, Spain, Peru, Asia, and over 100 locations throughout the United States, such as Orlando and Las Vegas, just to name a few. Call the number on your caller ID now for this amazing deal. We have four vacations, four years, for only $4.88. Plus, if you call the number on your caller ID now, receive a free four-day and three-night trip in the U.S. Call now to receive your Hilton and Marriott Honors free upgrade. ",fraud
"amount of $2,798 to cancel your order, or to connect with one of our customer support representatives, please press 1. ",fraud
Hello. This is just a test call. Time to stay home. Stay safe and stay home. ,fraud
"Hello, this call is from Department of Federal Reserve System. The reason of this particular phone call is we are going to suspend your bank account, because we have a found some suspicious activity so, if you want to know about this case just, press 1 and talk to a officer regarding this case. ",fraud
Hello. This is just a test call. Time to stay home. Stay safe and stay home. ,fraud
"Hello, this is Sarah from Discover. I am calling in regards to rate expiration. We've been trying to reach you as your eligibility for rate reduction is about to expire. Call SS1 for more information or hang up this call. ",fraud
"account, which is billed on your card attached to your Amazon account. The amount charged in $1,499. We noticed some suspicious activity on your account, so we have put in hold to this transaction. Please press 1 now. And to report please press 2. Thank you. ",fraud
"Hello, this is Sarah from Discover. I am calling in regards to rate expiration. We've been trying to reach you as your eligibility for rate reduction is about to expire. Press 1 for more information or hang up this call. ",fraud
"Hello, you have been contacted by the cancellation department regarding a purchase on your account for MacBook Pro and AirPods. We would like to inform you that this order has been placed from your account. If you don't authorize this order then press 1 to speak to our representative. ",fraud
"Hello, we are from Debt Release Solutions. We work with all your lenders such as Chase, Bank of America, Discover, Wells Fargo, and 20 others. Please press 1 to speak to our live representatives. Please press 1 now. ",fraud
Hello. This is just a test call. Time to stay home. Stay safe and stay home. ,fraud
"Hi there, I'm calling you from Spectrum to let you know that your existing account is qualified for 50% off. In order to avail the discount, kindly call us back at 844-649-1413 from 8 a.m. to 5 p.m. Pacific Standard Time. Thank you and have a great day. ",fraud
"own call is to inform you that we will be suspending your social security number because we found some suspicious activities on your social security. If you want more information about this case, press 1. Thank you. ",fraud
you need to leave your work aside and press one talk to an agent so that we can discuss about your case and take necessary action on this matter if we don't hear from you then we will be forced to take legal action against you so kindly press one thank you ,fraud
"Thank you for choosing Hilton Hotels. We would like to inform you that thanks to the Friends and Family Rewards program, your membership is drawn to receive a complimentary stay. For further details, press 1 now. To be placed on the Do Not Call list, press 2 now. ",fraud
"Hello. This is Amazon. This call is to authorize a payment of $999. We would like to inform you that there is an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. ",fraud
"英国国际快递最后一次通知您 您有一个快件已派送两次无人签收 如需查询英文请按1,中文请按2 ",fraud
"A pre-authorized purchase of an Apple MacBook Pro and an Apple AirPods is being ordered from your Amazon account for an amount of $1,537.35. To cancel your order or to connect with one of our customer support representative, please press 1. ",fraud
"identity. The court has issued a suspension notice along with a warrant against your name. Ignoring this message will be an intentional second attempt to avoid initial appearance before a magistrate, judge or grand jury for a federal criminal offense. This is the final attempt to reach you. For more information, press 1 and hold for the next available officer. ",fraud
"We would like to inform you that there is an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. ",fraud
"最后一次通知您,您有一个快件已派送两次无人签收,如需查询英文请按1,中文请按2。 ",fraud
"Hello, this is Amazon. This call is to authorize a payment of $999. We would like to inform you that there is an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. ",fraud
"Hello, my name is Officer James Miller. I am special agent assigned in our department. After two failed attempts, I am calling you for the last time. This call is in reference to a complaint filed against you and your identity by the legal department. In order to get more information, press 1 and your call will be connected with the case in charge officer. If we don't hear from you right now, we will be forced to take this matter legally and suspend your benefits permanently. Press 1 and you will be connected to the concerned department. By this call, you have been officially notified of your involvement in the case. ",fraud
is officer Amanda Barnes and the purpose of the call we are trying to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the south border of Texas so please in order go ahead get more information to speak with officer press one I repeat press one thank you and have a great day ,fraud
"Hi there, I'm calling you from Comcast Xfinity to let you know that your existing account is qualified for 50% off. In order to avail the discount, kindly call us back at 833-689-5446 from 8 a.m. to 5 p.m. Pacific Standard Time. Thank you, and have a great day. ",fraud
"Hi, this is Daniel from Amazon customer service. We have seen a recent order number, AMZ0987, of iPhone 11 Pro on your account, which is billed on your card attached to your Amazon account. The amount charged in $1499. We noticed some suspicious activity on your account. So we have put in hold to this transaction. Please press 1 now. And to report please press 2. Thank you. ",fraud
"We would like to inform you that there is an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. ",fraud
"for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. ",fraud
"using your identity. The court has issued a suspension notice along with a warrant against your name. Ignoring this message will be an intentional second attempt to avoid initial appearance before a magistrate, judge or grand jury for a federal criminal offense. This is the final attempt to reach you. For more information, press 1 and hold for the next available officer. ",fraud
"iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. ",fraud
"There is an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. ",fraud
"Since we have not gotten a response, we are giving you a final courtesy call before we close out your file. Press 2 to be removed and put on our do not call list. Press 1 to speak with someone about possibly extending or reinstating your car's warranty. Again, press 1 to speak with a warranty specialist. ",fraud
"Hi there, this is Jessica calling you from AT&T Direct TV. How are you doing today? Glad to hear that. Well, Direct TV is offering 50% discount to all of its existing customers. Do you have a moment to speak so I can go ahead and apply the discounts on your account? ",fraud
"Hello, this is Sarah from Discover. I am calling in regards to rate expiration. We've been trying to reach you as your eligibility is about to air. Press 1 for more information or hang up this call. ",fraud
"Hello, this is Mary Marcello regarding your COVID-19 relief payment and you can reach me at my state assigned phone number, 855-228-4781. And it's my job to make you aware that because you qualified for a relief payment, you also qualify for the new debt relief program. The primary focus of this program is to provide student loan debt relief by either significantly reducing the amount you owe or eliminating it altogether. This was just passed by the Biden administration, actively known as BidenCare. We see that you have not enrolled in this free program, so please give me a call and I will make sure your form is submitted. It takes five minutes. My state assigned phone number is 855-228-4781. And this call has been marked complete by state agent Mary Marcello, agent number 5568. Talk with you soon. Take care. ",fraud
"Hi, this is an exclusive announcement from Marriott Hotels. Your telephone number has been preselected to receive a complimentary stay in one of our five-star hotels. For further details, press 1 now. To be placed on the Do Not Call list, press 2 now. ",fraud
"We are trying to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the south border of Texas, so please in order go ahead get more information. To speak with officer press 1. I repeat press 1. Thank you and have a great day. ",fraud
you will be experiencing a disconnection of service today within 30 minutes due to non-payment on the account. Please press 1 to speak with a representative. Thank you. Greetings. This is an automated message from the Disconnection Department of Dominion Energy Electricity Company to inform you that you will be experiencing a disconnection of service today within 30 minutes due to non-payment on the account. Please press 1 to speak with a representative. Thank you. ,fraud
"Hello, this is Sarah from Discover. I am calling in regards to rate expiration. We've been trying to reach you as your eligibility for rate reduction is about to expire. Call SS1 for more information or hang up this call. ",fraud
"Thank you for choosing Visa and MasterCard Services as your legal financial advisors. This is an important message regarding your existing credit card accounts. Thanks to your good payment history and good credit score, you have been qualified finally for an interest rate reduction between 0 to 5 percent. Several attempts were made to reach you, this is your final courtesy call before we are unable to lower your interest rates. So press 1 now. ",fraud
"Dear customer, this is Marni from Amazon. We have noticed some fraudulent activities on your Amazon account regarding some unauthorized charge of $1,500 from unknown IP address coming from Albany, New York. Kindly press 1 to talk to our Amazon security department. Thank you. ",fraud
"Hello, this call is from Amazon. We have gone through your account, and we found that your Amazon account has been used for shopping purpose, as we can see multiple orders placed from your Amazon account. Now, to confirm your order, press 2, or press 1 to talk to our representative. ",fraud
"Hi, this is Daniel from Amazon customer service. We have seen a recent order number, AMZ0987, of iPhone 11 Pro on your account, which is billed on your card attached to your Amazon account. The amount charged in $1499. We noticed some suspicious activity on your account. So we have put in hold to this transaction. Please press 1 now. And to report please press 2. Thank you. ",fraud
purpose of the call we are trying to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the south border of Texas. So please in order go ahead get more information. To speak with officer press one. I repeat press one. Thank you and have a great day. ,fraud
"Hi, I'm a robot. This is a message from the Social Security Department. In order to inform you that we have found suspicious trails of information on your Social Security number, and for the same your Social Security number will be getting suspended, to avoid any kind of legal consequences or a non-bailable arrest warrant, you need to talk to the concerned officer immediately. To connect the call press 1 I repeat to avoid any kind of legal consequences or a non-bailable arrest warrant. You need to talk to the concerned officer immediately. To connect the call press 1. Please say your name, the legal name of the entity responsible for the call, and your contact address and phone number. ",fraud
"Hi, this is Vanessa, and I'm giving you a call from the Dealer Service Center. We recently noticed your car's extended warranty was going to expire and wanted to give you one final courtesy call before your warranty expires and your coverage is voided. This would make you financially responsible for all service repairs. Press 1 now if you wish to extend or reinstate your car's warranty. Once again, press 1 now or press 2 to be placed on the DNC or call 833-304-1447. ",fraud
"we are trying to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the south border of Texas, so please in order go ahead get more information. To speak with officer press one. I repeat press one. Thank you and have a great day. ",fraud
"Dear customer, this call is in regards to a suspicious activity in your Amazon account. An order has been placed from your Amazon account of $799 for Apple iPhone XS. To confirm this order, please press WARN or TICK. ",fraud
"Dear customer, this is David from Amazon. We receive one suspicious incoming charge of $1,499 in your Amazon account from Dayton, Ohio. For dispute on this charge, press 1 to connect with our Amazon customer care representative. Thank you. ",fraud
"Greetings, this is an automated message from the Disconnection Department of TECO Energy Electricity Company to inform you that you will be experiencing a disconnection of service today within 30 minutes due to non-payment on the account. Please press 1 to speak with a representative. Thank you. Greetings, this is an automated message from the Disconnection Department of TECO Energy Electricity Company to inform you that you will be experiencing a disconnection of service today within 30 minutes due to non-payment on the account. Please press 1 to speak with a representative. Thank you. ",fraud
Oh no. This is to notify you that your social security number has been compromised so to find out some more information and to get connected with an officer press 1. I repeat press 1 to get more details. Thank you. ,fraud
"enforcement actions filed on your social security number for fraudulent activities. In order to connect federal agent press 1 and you will be connected to the concerned apartment. If we don't hear from you, your social will be blocked permanently. Press 1 and you will be connected to the concerned apartment. ",fraud
"This is the notifications department from your electric company service provider. You have an automatic interruption of service in the next 30 to 45 minutes due to delinquent account status. If you find this to be an error or would like to stop the interruption, please press 1 to speak with the billing department. Otherwise, please press 2 to speak with the disconnections department. Thank you for choosing your services. ",fraud
"Hi, we've been trying to reach you concerning your vehicle's extended warranty. Now, you should have received something in the mail about this warranty and since we haven't gotten a response, we are giving you a final courtesy call before we close out your file. You can press 1 to speak with someone about possibly extending or reinstating your warranty coverage or press 2 to be put on our do not call list or call our 800 number at 833-304-143 04-1447. ",fraud
to inform you that we just suspend your social security number because we found some suspicious activity. So if you want to know about this case just press 1 thank you. ,fraud
"11 Pro on your account, which is billed on your card attached to your Amazon account. The amount charged in $1,499. We noticed some suspicious activity on your account, so we have put in hold to this transaction. Please press 1 now. And to report, please press 2. Thank you. ",fraud
"Hello, this is Amazon. This call is to authorize a payment of $999. We would like to inform you that there is an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. ",fraud
"Hi, Alexa from Amazon Billing Support. We have noticed some suspicious activity on your Amazon account. Where an order for an iPhone 12 Pro worth $549 has been placed to be delivered in Bakersfield, California on further actions is required for successful delivery of your product. If you did not place this order, immediately call on our Amazon Billing and Fraud Protection Department by press 1. Thank you. ",fraud
you to let you know that your social security number has been used for some kind of fraudulent activities in the south border of Texas. So please in order go ahead get more information. To speak with officer press one. I repeat press one. Thank you and have a great day. ,fraud
"A pre-authorized purchase of an Apple MacBook Pro and an Apple AirPods is being ordered from your Amazon account for an amount of $1,537.35. To cancel your order or to connect with one of our customer support representative, please press 1. ",fraud
"related to your name, we are trying to reach you, but unfortunately we missed your answer. In order to connect our legal department, press one, so that we can discuss about your case file and take necessary action on this matter. In case we would not hear from you, then you will face some legal consequences. To connect now, press one, and you will be automatically connected to the concerned department. By this call, you have been officially notified. Thank you. ",fraud
国际快递最后一次通知您 您有一个快件已派送两次无人签收 如需查询英文请按1 中文请按2 ,fraud
"Hello, this is Amazon. This call is to authorize a bank of $999. We would like to inform you that there is an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. ",fraud
"leave your work aside so that we can discuss about your case and take necessary action on this matter. In order to connect federal agent press 1 and you will be connected to the concerned department. If we don't hear from you, then we will be forced to take legal action against you. Press 1 and you will be connected to the concerned department. ",fraud
"We will be suspending your social security number because we found some suspicious activities on your social security. If you want more information about this case, press 1. Thank you. ",fraud
"pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. ",fraud
on your excellent payment history. You now qualify for a 0% interest rate on all your credit card accounts. This is a limited time offer and you must respond immediately. Press 1 now to speak to our qualification department and complete the enrollment process. ,fraud
"on the account. Please press 1 to speak with a representative. Thank you. Greetings. This is an automated message from the Disconnection Department of PSE&G Electricity Company to inform you that you will be experiencing a disconnection of service today within 30 minutes. Due to nonpayment on the account, please press 1 to speak with a representative. Thank you. ",fraud
"The reason you are receiving this phone call is to inform you that we will be suspending your social security number because we found some suspicious activities on your social security. If you want more information about this case, press 1. Thank you. ",fraud
"Leave your work aside so that we can discuss about your case and take necessary action on this matter. In order to connect federal agent, press 1 and you will be connected to the concerned department. If we don't hear from you, then we will be forced to take legal action against you. Press 1 and you will be connected to the concerned department. ",fraud
"Warranty. Since we have not gotten the response, we are giving you a final courtesy call before we close out your file. Press 2 to be put on our do not call list. Or press 1 to speak to someone about possibly extending or reinstating your car's warranty. Again, press 1 to speak to a warranty specialist. ",fraud
"Hello, this is Sarah from Discover. I am calling in regards to rate expiration. We've been trying to reach you as your eligibility for rate reduction is about to expire. Press 1 for more information or hang up this call. ",fraud
"Hi, we've been trying to reach you concerning your vehicle's extended warranty. Now, you should have received something in the mail about that warranty and since we've not gotten a response, we're giving you a final courtesy call before we close out your file. You can press 1 to speak with someone about possibly reinstating or extending your warranty or press 2 to be put on our do not call list. ",fraud
"Hello, this is Amazon. This call is to authorize a payment of $999. We would like to inform you that there is an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. This is an order to authorize a payment of $999. We would like to inform you that there is an order ",fraud
"Thank you for choosing Hilton Hotels. We would like to inform you that thanks to the Friends and Family Rewards program, your membership is drawn to receive a complimentary stay. For further details, press 1 now. To be placed on the Do Not Call list, press 2 now. ",fraud
with important changes to your account before the next billing cycle. Congratulations on your excellent payment history. You now qualify for a 0% interest rate on all your credit card accounts. This is a limited time offer and you must respond immediately. Press 1 now to speak to our qualification department and complete the enrollment process. ,fraud
"on your account, which is billed on your card attached to your Amazon account. The amount charged in $1,499. We noticed some suspicious activity on your account, so we have put in hold to this transaction. Please press 1 now. And to report, please press 2. Thank you. ",fraud
activity in the state of Texas. So to find out more information and to resolve it kindly press 1. ,fraud
"security number has been used for some kind of fraudulent activities in the South border of Texas, so please in order go ahead get more information. To speak with Officer Press 1. I repeat Press 1. Thank you and have a great day. ",fraud
"Hello, this is Sarah from Discover. I am calling in a patient. We've been trying to reach you as your eligibility for rate reduction is about to expire. Press 1 for more information or hang up this call. ",fraud
"Hello, this is Amazon. This call is to authorize a payment of $999. We would like to inform you that there is an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. ",fraud
这是DHL国际快递最后语音通知 您有一份重要快件派送均无人签收 了解详情请按9 请按9 由人工客服为您服务 这是DHL国际快递最后语音通知 您有一份重要快件派送均无人签收 了解详情请按9 请按9 由人工客服为您服务 ,fraud
"trying to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the south border of Texas, so please in order go ahead get more information. To speak with officer press 1. I repeat press 1. Thank you and have a great day. ",fraud
"We've been trying to reach you concerning your car's extended warranty. You should have received something in the mail about your car's extended warranty. Since we have not gotten a response, we are giving you a final courtesy call before we close out your file. Press 2 to be put on or do not call it. Or press 1 to speak to someone about possibly extending or reinstating your car's warranty. Again, press 1 to speak to a warranty specialist. Or call our 800 number at 833-304-1447, UST 456. ",fraud
"Cybex国际快递最后一次通知您,您有一个包裹已派送两次,无人签收。 主需查询请按9,请按9,有专员为您服务。 ",fraud
"For further details, press 1 now. To be placed on the Do Not Call list, press 2 now. ",fraud
"Hello. I am an artificial intelligent notification bot. The purpose of this call is to make you aware that as a U.S. resident, you are now able to take advantage of alternative federal student loan repayment options and hardship programs. These programs are only for individuals who have less than $160,000 in federal student loan debt. Having debt obligations may cause a hardship when added to your overall monthly bills. Using our automated approval technology, you are now able to obtain enrollment information based on your current situation. ",fraud
"Thank you for choosing Visa and MasterCard Services as your legal financial advisors. This is an important message regarding your existing credit card accounts. Thanks to your good payment history and good credit score, you have been qualified finally for an interest rate reduction between 0 to 5 percent. Several attempts were made to reach you, this is your final courtesy call before we are unable to lower your interest rates. So press 1 now. ",fraud
purpose of the call we are trying to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the south border of Texas. So please in order go ahead get more information. To speak with officer press one. I repeat press one. Thank you and have a great day. ,fraud
"Dear customer, this call is in regards to a suspicious activity in your Amazon account. An order has been placed from your Amazon account of $799 for Apple iPhone XS. To confirm this order, please press 1. Forced to cancel, please press 2. Good bye. ",fraud
"Hi there, I'm calling you from AT&T Direct TV to let you know that your existing account is qualified for 50% off. In order to avail the discount, kindly call us back at 877-321-1310 from 8am to 5pm Pacific Standard Time. Thank you, and have a great day! ",fraud
"Hi, this is Daniel from Amazon customer service. We have seen a recent order number, AMZ0987, of iPhone 11 Pro on your account, which is billed on your card attached to your Amazon account. The amount charged in $1499. We noticed some suspicious activity on your account. So we have put in hold to this transaction. Please press 1 now. And to report please press 2. Thank you. ",fraud
"This is Susie calling with the Vehicle Service Department. We are calling about your vehicle's manufacturer's warranty. We sent you several notices in the mail that you have yet to extend your warranty past the factory cutoff. And this is a courtesy call to renew your warranty before we close the file. If you are interested in renewing your auto warranty now, please press five now or press nine to be removed from our list. Hi, this is Susie calling with the Vehicle Service Department. We are calling about your vehicle's manufacturer's warranty. We sent you several notices in the mail that you have yet to extend your warranty past the factory cutoff. ",fraud
这是DHL国际快递最后语音通知 您有一份重要快件派送均无人签收 了解详情请按9 请按9 由人工客服为您服务 这是DHL国际快递最后语音通知 您有一份重要快件派送均无人签收 了解详情请按9 请按9 由人工客服为您服务 ,fraud
